PROBE_ID	PROBE_TYPE	GENE_ID	GENE_TYPE	DESCRIPTION
C221	M1	ATCG01090;ATCG01100	CDS;CDS	Encodes subunit of the chloroplast NAD(P)H dehydrogenase complex;NADH dehydrogenase ND1
C222	IE1	ATCG01100	CDS	NADH dehydrogenase ND1
C223	I1	ATCG01100	CDS	NADH dehydrogenase ND1
C224	I1	ATCG01100	CDS	NADH dehydrogenase ND1
C225	IE1	ATCG01100	CDS	NADH dehydrogenase ND1
C226	M1	ATCG01100;ATCG01110	CDS;CDS	NADH dehydrogenase ND1;Encodes the 49KDa plastid NAD(P)H dehydrogenase subunit H protein. Its transcription is regulated by an ndhF-specific plastid sigma factor, SIG4.
C227	E1	ATCG01110	CDS	Encodes the 49KDa plastid NAD(P)H dehydrogenase subunit H protein. Its transcription is regulated by an ndhF-specific plastid sigma factor, SIG4.
C228	EV1	ATCG01110	CDS	Encodes the 49KDa plastid NAD(P)H dehydrogenase subunit H protein. Its transcription is regulated by an ndhF-specific plastid sigma factor, SIG4.
C229	M1	ATCG01110;ATCG01120	CDS;CDS	Encodes the 49KDa plastid NAD(P)H dehydrogenase subunit H protein. Its transcription is regulated by an ndhF-specific plastid sigma factor, SIG4.;encodes a chloroplast ribosomal protein S15, a constituent of the small subunit of the ribosomal complex
C230	VE1	ATCG01120	CDS	encodes a chloroplast ribosomal protein S15, a constituent of the small subunit of the ribosomal complex
C231	EV1	ATCG01130	CDS	hypothetical protein
C232	E1	ATCG01130	CDS	hypothetical protein
C233	R4	ATCG01000;ATCG01130	CDS;CDS	hypothetical protein;hypothetical protein
C234	R4	ATCG01140	tRNA	tRNA-Asn
C235	R4	no_gene		
C236	EI1	ATCG00050	CDS	Homologous to the bacterial ribosomal protein S16
C237	EI1	ATCG00130	CDS	ATPase F subunit.
C238	EI1	ATCG00180	CDS	RNA polymerase beta subunit-1
C239	control/buffer	no_defined		
C240	EI1	ATCG00670	CDS	Encodes the only ClpP (caseinolytic protease) encoded within the plastid genome. Contains a highly conserved catalytic triad of Ser-type proteases (Ser-His-Asp). Part of the 350 kDa chloroplast Clp complex. The name reflects nomenclature described in Adam et. al (2001).
C241	control/buffer	no_defined		
C242	R4	ATCG00890;ATCG01250	CDS;CDS	NADH dehydrogenase ND2;NADH dehydrogenase ND2
C243	R4	ATCG00920;ATCG01210	rRNA;rRNA	chloroplast-encoded 16S ribosomal RNA;chloroplast-encoded 16S ribosomal RNA
C244	R4	ATCG00950;ATCG01180	rRNA;rRNA	chloroplast-encoded 23S ribosomal RNA;chloroplast-encoded 23S ribosomal RNA
C245	EI1	ATCG01100	CDS	NADH dehydrogenase ND1
C246	0	no_gene		
C247	control/buffer	no_defined		
C248	0	no_gene		
C249	control/buffer	no_defined		
C250	control/buffer	no_defined		
C251	0	no_gene		
C252	control/buffer	no_defined		
C253	0	no_gene		
C256	0	no_gene		
CATMA1A00010	E1	AT1G01010	CDS	ANAC001 (Arabidopsis NAC domain containing protein 1), transcription factor
CATMA1A00020	V1	AT1G01020	CDS	ARV1
CATMA1A00030	E1	AT1G01030	CDS	NGA3 (NGATHA3), transcription factor
CATMA1A00035	E1	AT1G01040	CDS	DCL1 (DICER-LIKE1), ATP-dependent helicase/ ribonuclease III
CATMA1A00040	E1	AT1G01050	CDS	inorganic pyrophosphatase, putative (soluble) / pyrophosphate phospho-hydrolase, putative / PPase, putative
CATMA1A00045	E1	AT1G01060	CDS	LHY (LATE ELONGATED HYPOCOTYL)
CATMA1A00050	E1	AT1G01070	CDS	nodulin MtN21 family protein
CATMA1A00060	EI1	AT1G01080	CDS	33 kDa ribonucleoprotein, chloroplast, putative / RNA-binding protein cp33, putative
CATMA1A00070	E1	AT1G01090	CDS	PDH-E1 ALPHA (PYRUVATE DEHYDROGENASE E1 ALPHA), pyruvate dehydrogenase (acetyl-transferring)
CATMA1A00080	E2	AT1G01100	CDS	60S acidic ribosomal protein P1 (RPP1A)
CATMA1A00090	V1	AT1E00120	CDS_Eugene	EUGENE prediction
CATMA1A00100	E2	AT1G01110	CDS	IQD18 (IQ-domain 18)
CATMA1A00110	E2	AT1G01120	CDS	KCS1 (3-KETOACYL-COA SYNTHASE 1), acyltransferase
CATMA1A00130	E2	AT1G01140	CDS	CIPK9 (CBL-INTERACTING PROTEIN KINASE 9), kinase
CATMA1A00140	E1	AT1G01150	CDS	DNA binding / zinc ion binding
CATMA1A00150	M1	AT1G01160;AT1G01170	CDS;CDS	GIF2 (GRF1-INTERACTING FACTOR 2);ozone-responsive stress-related protein, putative
CATMA1A00160	M1	AT1G01160;AT1G01170	CDS;CDS	GIF2 (GRF1-INTERACTING FACTOR 2);ozone-responsive stress-related protein, putative
CATMA1A00170	E1	AT1G01180	CDS	unknown protein
CATMA1A00180	E3	AT1G01190	CDS	CYP78A8 (cytochrome P450, family 78, subfamily A, polypeptide 8), oxygen binding
CATMA1A00190	E1	AT1G01200	CDS	AtRABA3 (Arabidopsis Rab GTPase homolog A3), GTP binding
CATMA1A00210	E1	AT1G01220	CDS	GHMP kinase-related
CATMA1A00220	E1	AT1G01225	CDS	NC domain-containing protein-related
CATMA1A00230	E1	AT1G01230	CDS	ORMDL family protein
CATMA1A00240	E1	AT1G01240	CDS	unknown protein
CATMA1A00250	E1	AT1G01250	CDS	AP2 domain-containing transcription factor, putative
CATMA1A00260	E1	AT1G01260	CDS	basic helix-loop-helix (bHLH) family protein
CATMA1A00270	E1	AT1G01280	CDS	CYP703A2 (cytochrome P450, family 703, subfamily A, polypeptide 2), oxygen binding
CATMA1A00275	E1	AT1G01290	CDS	CNX3 (COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 3), catalytic
CATMA1A00280	E1	AT1G01300	CDS	aspartyl protease family protein
CATMA1A00290	E1	AT1G01305	CDS	unknown protein
CATMA1A00300	E1	AT1G01310	CDS	allergen V5/Tpx-1-related family protein
CATMA1A00310	E1	AT1G01320	CDS	tetratricopeptide repeat (TPR)-containing protein
CATMA1A00320	E2	AT1G01340	CDS	ATCNGC10 (CYCLIC NUCLEOTIDE GATED CHANNEL 10), calmodulin binding / cyclic nucleotide binding / ion channel
CATMA1A00340	VE1	AT1G01355	CDS	unknown protein
CATMA1A00350	E2	AT1G01360	CDS	unknown protein
CATMA1A00360	E1	AT1G01370	CDS	HTR12 (Centromeric histone H3), DNA binding
CATMA1A00370	E2	AT1G01380	CDS	ETC1 (ENHANCER OF TRY AND CPC 1), DNA binding / transcription factor
CATMA1A00380	E1	AT1G01390	CDS	UDP-glucoronosyl/UDP-glucosyl transferase family protein
CATMA1A00390	E1	AT1G01400	CDS	unknown protein
CATMA1A00400	E2	AT1G01410	CDS	APUM22 (ARABIDOPSIS PUMILIO 22), RNA binding / binding
CATMA1A00410	E2	AT1G01420	CDS	UDP-glucoronosyl/UDP-glucosyl transferase family protein
CATMA1A00420	E1	AT1G01430	CDS	unknown protein
CATMA1A00430	E1	AT1G01440	CDS	extra-large G-protein-related
CATMA1A00433	E1	AT1G01450	CDS	protein kinase-related
CATMA1A00436	E1	AT1G01450	CDS	protein kinase-related
CATMA1A00440	E2	AT1G01453	CDS	unknown protein
CATMA1A00450	E2	AT1G01460	CDS	phosphatidylinositol-4-phosphate 5-kinase family protein
CATMA1A00460	E2	AT1G01470	CDS	LEA14 (LATE EMBRYOGENESIS ABUNDANT 14)
CATMA1A00465	E1	AT1G01480	CDS	ACS2 (1-Amino-cyclopropane-1-carboxylate synthase 2)
CATMA1A00470	E1	AT1G01490	CDS	heavy-metal-associated domain-containing protein
CATMA1A00480	E1	AT1G01500	CDS	unknown protein
CATMA1A00490	E1	AT1G01510	CDS	AN (ANGUSTIFOLIA)
CATMA1A00500	E1	AT1G01520	CDS	myb family transcription factor
CATMA1A00520	EV1	AT1G01540	CDS	protein kinase family protein
CATMA1A00530	E1	AT1G01550	CDS	BPS1 (BYPASS 1)
CATMA1A00550	E2	AT1G01570	CDS	fringe-related protein
CATMA1A00560	E2	AT1G01580	CDS	FRO2 (FERRIC REDUCTION OXIDASE 2), ferric-chelate reductase
CATMA1A00570	V1	AT1G01590	CDS	FRO1 (FERRIC REDUCTION OXIDASE 1), ferric-chelate reductase
CATMA1A00580	E2	AT1G01600	CDS	CYP86A4 (cytochrome P450, family 86, subfamily A, polypeptide 4), oxygen binding
CATMA1A00590	E2	AT1G01610	CDS	ATGPAT4/GPAT4 (GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE 4), 1-acylglycerol-3-phosphate O-acyltransferase/ acyltransferase
CATMA1A00600	E1	AT1G01630	CDS	SEC14 cytosolic factor, putative / phosphoglyceride transfer protein, putative
CATMA1A00610	E1	AT1G01640	CDS	speckle-type POZ protein-related
CATMA1A00620	E2	AT1G01650	CDS	peptidase
CATMA1A00640	E1	AT1G01660	CDS	U-box domain-containing protein
CATMA1A00650	E1	AT1G01670	CDS	U-box domain-containing protein
CATMA1A00660	E2	AT1G01680	CDS	U-box domain-containing protein
CATMA1A00670	E1	AT1G01690	CDS	unknown protein
CATMA1A00680	E2	AT1G01695	CDS	unknown protein
CATMA1A00690	V1	AT1E00750	CDS_Eugene	EUGENE prediction
CATMA1A00700	EI2	AT1G01700	CDS	ATROPGEF2/ROPGEF2 (KINASE PARTNER PROTEIN-LIKE), Rho guanyl-nucleotide exchange factor/ / protein binding
CATMA1A00710	E1	AT1G01710	CDS	acyl-CoA thioesterase family protein
CATMA1A00720	E1	AT1G01710	CDS	acyl-CoA thioesterase family protein
CATMA1A00725	E1	AT1G01720	CDS	ATAF1 (Arabidopsis NAC domain containing protein 2), transcription factor
CATMA1A00730	M1	AT1G01720;AT1G01725	CDS;CDS	ATAF1 (Arabidopsis NAC domain containing protein 2), transcription factor;unknown protein
CATMA1A00740	E1	AT1G01730	CDS	unknown protein
CATMA1A00750	E2	AT1G01740	CDS	protein kinase family protein
CATMA1A00760	M1	AT1G01750;AT1G01760	CDS;CDS	actin-depolymerizing factor, putative;RNA binding / adenosine deaminase
CATMA1A00770	E1	AT1G01760	CDS	RNA binding / adenosine deaminase
CATMA1A00780	E1	AT1G01770	CDS	unknown protein
CATMA1A00790	E1	AT1G01780	CDS	LIM domain-containing protein
CATMA1A00800	E3	AT1G01790	CDS	KEA1 (K EFFLUX ANTIPORTER 1), potassium:hydrogen antiporter
CATMA1A00810	V2	no_gene		
CATMA1A00820	E2	AT1G01800	CDS	short-chain dehydrogenase/reductase (SDR) family protein
CATMA1A00830	E1	AT1G01810	CDS	unknown protein
CATMA1A00840	EI1	AT1G01820	CDS	peroxisomal biogenesis factor 11 family protein / PEX11 family protein
CATMA1A00850	E2	AT1G01830	CDS	armadillo/beta-catenin repeat family protein
CATMA1A00860	V1	AT1G01830	CDS	armadillo/beta-catenin repeat family protein
CATMA1A00870	E1	AT1G01840	CDS	unknown protein
CATMA1A00875	M1	AT1G01840;AT1G01860	CDS;CDS	unknown protein;PFC1 (PALEFACE 1)
CATMA1A00880	EI1	AT1G01880	CDS	DNA repair protein, putative
CATMA1A00890	E1	AT1G01900	CDS	subtilase family protein
CATMA1A00900	EI1	AT1G01910	CDS	ATP binding
CATMA1A00910	E1	AT1G01920	CDS	SET domain-containing protein
CATMA1A00920	E1	AT1G01930	CDS	zinc finger protein-related
CATMA1A00930	E2	AT1G01940	CDS	peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein
CATMA1A00940	E1	AT1G01950	CDS	armadillo/beta-catenin repeat family protein / kinesin motor family protein
CATMA1A00950	E1	AT1G01960	CDS	EDA10 (embryo sac development arrest 10), guanyl-nucleotide exchange factor
CATMA1A00960	E1	AT1G01970	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA1A00970	E2	AT1G01980	CDS	ATSEC1A, electron carrier
CATMA1A00980	E1	AT1G01990	CDS	unknown protein
CATMA1A00990	E1	AT1G02000	CDS	GAE2 (UDP-D-GLUCURONATE 4-EPIMERASE 2), catalytic
CATMA1A01000	EI1	AT1G02010	CDS	SEC1A, protein transporter
CATMA1A01010	E1	AT1G02010	CDS	SEC1A, protein transporter
CATMA1A01020	E1	AT1G02020	CDS	nitroreductase family protein
CATMA1A01030	E1	AT1G02030	CDS	zinc finger (C2H2 type) family protein
CATMA1A01040	E1	AT1G02040	CDS	zinc finger (C2H2 type) family protein
CATMA1A01050	EI2	AT1G02050	CDS	chalcone and stilbene synthase family protein
CATMA1A01060	E1	AT1G02060	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA1A01065	E1	AT1G02065	CDS	SPL8 (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE 8), DNA binding
CATMA1A01070	E1	AT1G02070	CDS	unknown protein
CATMA1A01080	E1	AT1G02080	CDS	transcriptional regulator-related
CATMA1A01085	E1	AT1G02090	CDS	FUS5 (FUSCA 5), MAP kinase kinase
CATMA1A01090	E1	AT1G02100	CDS	leucine carboxyl methyltransferase family protein
CATMA1A01100	E1	AT1G02110	CDS	proline-rich family protein
CATMA1A01110	EV1	AT1G02120	CDS	VAD1 (VASCULAR ASSOCIATED DEATH1)
CATMA1A01120	E1	AT1G02120	CDS	VAD1 (VASCULAR ASSOCIATED DEATH1)
CATMA1A01130	E1	AT1G02130	CDS	ATRAB1B (Arabidopsis thaliana responsive to abscisic acid 1B), GTP binding
CATMA1A01140	E1	AT1G02140	CDS	MEE63 (maternal effect embryo arrest 63)
CATMA1A01160	E1	AT1G02150	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA1A01170	E2	AT1G02170	CDS	LOL3 (LSD ONE LIKE 3), caspase/ cysteine-type endopeptidase
CATMA1A01180	E1	AT1G02180	CDS	ferredoxin-related
CATMA1A01183	E2	AT1G02190	CDS	CER1 protein, putative
CATMA1A01186	E1	AT1G02205	CDS	CER1 (ECERIFERUM 1)
CATMA1A01190	V1	no_gene		
CATMA1A01200	E1	AT1G02220	CDS	ANAC003 (Arabidopsis NAC domain containing protein 3), transcription factor
CATMA1A01220	E2	AT1G02250	CDS	ANAC005 (Arabidopsis NAC domain containing protein 5), transcription factor
CATMA1A01230	E1	AT1G02260	CDS	transmembrane protein, putative
CATMA1A01240	E1	AT1G02270	CDS	endonuclease/exonuclease/phosphatase family protein / calcium-binding EF hand family protein
CATMA1A01250	E1	AT1G02280	CDS	TOC33 (PLASTID PROTEIN IMPORT 1), GTP binding
CATMA1A01260	E1	AT1G02290	CDS	unknown protein
CATMA1A01290	M1	AT1G02305;AT1G02310	CDS;CDS	cathepsin B-like cysteine protease, putative;glycosyl hydrolase family protein 5 / cellulase family protein / (1-4)-beta-mannan endohydrolase, putative
CATMA1A01300	E1	AT1G02310	CDS	glycosyl hydrolase family protein 5 / cellulase family protein / (1-4)-beta-mannan endohydrolase, putative
CATMA1A01310	E1	AT1G02330	CDS	unknown protein
CATMA1A01320	E2	AT1G02335	CDS	GL22 (GERMIN-LIKE PROTEIN SUBFAMILY 2 MEMBER 2 PRECURSOR.), manganese ion binding / metal ion binding / nutrient reservoir
CATMA1A01330	E1	AT1G02340	CDS	HFR1 (LONG HYPOCOTYL IN FAR-RED), DNA binding / transcription factor
CATMA1A01340	EV1	AT1G02350	CDS	protoporphyrinogen oxidase-related
CATMA1A01350	E2	AT1G02360	CDS	chitinase, putative
CATMA1A01360	E2	AT1G02370	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA1A01370	E2	AT1G02380	CDS	unknown protein
CATMA1A01380	E2	AT1G02390	CDS	ATGPAT2/GPAT2 (GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE 2), acyltransferase
CATMA1A01390	E1	AT1G02400	CDS	ATGA2OX6/DTA1 (GIBBERELLIN 2-OXIDASE 6), gibberellin 2-beta-dioxygenase
CATMA1A01400	E1	AT1G02400	CDS	ATGA2OX6/DTA1 (GIBBERELLIN 2-OXIDASE 6), gibberellin 2-beta-dioxygenase
CATMA1A01410	E2	AT1G02405	CDS	proline-rich family protein
CATMA1A01420	E1	AT1G02410	CDS	cytochrome c oxidase assembly protein CtaG / Cox11 family
CATMA1A01430	E1	AT1G02420	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA1A01450	E1	AT1G02450	CDS	NIMIN-1/NIMIN1, protein binding
CATMA1A01460	E2	AT1G02460	CDS	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein
CATMA1A01480	E1	AT1G02500	CDS	SAM1 (S-adenosylmethionine synthetase 1), methionine adenosyltransferase
CATMA1A01490	E2	AT1G02510	CDS	KCO4 (Ca2+ activated outward rectifying K+ channel 4), outward rectifier potassium channel
CATMA1A01500	E2	AT1G02520	CDS	PGP11 (P-GLYCOPROTEIN 11), ATPase, coupled to transmembrane movement of substances
CATMA1A01520	E1	AT1G02540	CDS	unknown protein
CATMA1A01530	E1	AT1G02550	CDS	invertase/pectin methylesterase inhibitor family protein
CATMA1A01535	E1	AT1G02560	CDS	CLPP5 (NUCLEAR ENCODED CLP PROTEASE 1), endopeptidase Clp
CATMA1A01555	E1	AT1G02580	CDS	MEA (MEDEA), transcription factor
CATMA1A01570	EV1	AT1G02620	CDS	GTP-binding protein (SAR1A)
CATMA1A01580	E1	AT1G02630	CDS	equilibrative nucleoside transporter, putative (ENT8)
CATMA1A01590	E1	AT1G02640	CDS	BXL2 (BETA-XYLOSIDASE 2), hydrolase, hydrolyzing O-glycosyl compounds
CATMA1A01600	E1	AT1G02650	CDS	DNAJ heat shock N-terminal domain-containing protein
CATMA1A01610	E1	AT1G02660	CDS	lipase class 3 family protein
CATMA1A01620	E2	AT1G02670	CDS	DNA repair protein, putative
CATMA1A01630	E2	AT1G02680	CDS	transcription initiation factor IID (TFIID) 18 kDa subunit (TAFII-18) family protein
CATMA1A01640	V1	AT1E01760	CDS_Eugene	EUGENE prediction
CATMA1A01650	E1	AT1G02690	CDS	importin alpha-2 subunit, putative
CATMA1A01660	E1	AT1G02700	CDS	unknown protein
CATMA1A01670	E1	AT1G02710	CDS	glycine-rich protein
CATMA1A01680	E2	AT1G02720	CDS	GATL5, polygalacturonate 4-alpha-galacturonosyltransferase/ transferase, transferring glycosyl groups / transferase, transferring hexosyl groups
CATMA1A01690	E1	AT1G02730	CDS	ATCSLD5 (Cellulose synthase-like D5), cellulose synthase
CATMA1A01700	E1	AT1G02740	CDS	chromatin binding
CATMA1A01705	IE1	AT1G02750	CDS	unknown protein
CATMA1A01710	E1	AT1G02750	CDS	unknown protein
CATMA1A01715	E2	AT1G02770	CDS	unknown protein
CATMA1A01720	E1	AT1G02780	CDS	EMB2386 (EMBRYO DEFECTIVE 2386), structural constituent of ribosome
CATMA1A01723	E1	AT1G02790	CDS	PGA4 (POLYGALACTURONASE 4), polygalacturonase
CATMA1A01726	E1	AT1G02800	CDS	ATCEL2 (Arabidopsis thaliana Cellulase 2), hydrolase, hydrolyzing O-glycosyl compounds
CATMA1A01730	E2	AT1G02810	CDS	pectinesterase family protein
CATMA1A01740	E2	AT1G02813	CDS	unknown protein
CATMA1A01750	E1	AT1G02816	CDS	unknown protein
CATMA1A01755	EI2	AT1G02820	CDS	late embryogenesis abundant 3 family protein / LEA3 family protein
